dep,nomdep,pop2017,propf2017,propf0142017,propf15392017,propf40592017,propf60p2017,prop0142017,prop15392017,prop40592017,prop60p2017,pop2018,propf2018,propf0142018,propf15392018,propf40592018,propf60p2018,prop0142018,prop15392018,prop40592018,prop60p2018,pop2019,propf2019,propf0142019,propf15392019,propf40592019,propf60p2019,prop0142019,prop15392019,prop40592019,prop60p2019,pop2020,propf2020,propf0142020,propf15392020,propf40592020,propf60p2020,prop0142020,prop15392020,prop40592020,prop60p2020,pop2021,propf2021,propf0142021,propf15392021,propf40592021,propf60p2021,prop0142021,prop15392021,prop40592021,prop60p2021,pop2022,propf2022,propf0142022,propf15392022,propf40592022,propf60p2022,prop0142022,prop15392022,prop40592022,prop60p2022
77,SEINE-ET-MARNE,1411376,0.51223558,0.48648256,0.51060104,0.5066911,0.55128819,0.21385655,0.32044402,0.27256379,0.19313563,1425046,0.51238555,0.48583254,0.51117688,0.50668544,0.55112773,0.21377696,0.31781289,0.27196315,0.19644699,1438780,0.51250571,0.48514548,0.51171541,0.50669277,0.55093855,0.21373385,0.31523025,0.27135488,0.19968098,1452563,0.51263595,0.48447105,0.51228529,0.5066821,0.5507881,0.21368298,0.31269005,0.27075452,0.20287244,1466528,0.51274437,0.48381373,0.51279831,0.50667202,0.55063945,0.21366929,0.31019115,0.27016532,0.20597425,1480600,0.51283938,0.48315611,0.51328772,0.50661618,0.55054933,0.21368094,0.30774483,0.26955086,0.20902337
78,YVELINES,1435387,0.51327479,0.48941776,0.50276351,0.50863022,0.55649376,0.20490989,0.30428171,0.27422291,0.21658549,1439066,0.51341426,0.48981825,0.50294232,0.50778097,0.55663401,0.2046105,0.30111754,0.27390406,0.22036794,1442761,0.51355284,0.49016747,0.5031426,0.50693154,0.55679429,0.20432143,0.29796758,0.27358517,0.22412583,1446526,0.51367551,0.49052525,0.50333184,0.50606513,0.55691987,0.20404266,0.29484019,0.27327058,0.22784658,1450315,0.5138132,0.49089095,0.50349921,0.50525105,0.55707657,0.20380744,0.29172489,0.27292347,0.23154418,1454220,0.51393253,0.49122831,0.50365847,0.50440472,0.55723333,0.20359093,0.28861725,0.27258188,0.23520994
79,DEUX-SEVRES,375855,0.5107528,0.48781779,0.49361354,0.50267488,0.54734868,0.18083569,0.25370955,0.27303347,0.29242128,377521,0.51098084,0.4882364,0.49422801,0.5028109,0.5466181,0.18115284,0.25102711,0.27187097,0.2959491,379267,0.51117289,0.48852211,0.49483553,0.50291216,0.54592043,0.18147637,0.24837647,0.27071166,0.2994355,381134,0.5113818,0.48898444,0.49537182,0.50301737,0.54526943,0.18185468,0.24575347,0.26955873,0.30283311,383148,0.51161951,0.48953202,0.49598137,0.50321895,0.54455781,0.18225855,0.24322455,0.26837671,0.30614018,385332,0.51179242,0.49006915,0.49643654,0.50337517,0.54384977,0.18279561,0.24069373,0.26719037,0.30932027
80,SOMME,573620,0.51520169,0.48539031,0.49807,0.51069289,0.56123626,0.17910811,0.3039521,0.26215962,0.25478017,574563,0.51549613,0.48559192,0.49790451,0.51176852,0.56032115,0.17841734,0.30149871,0.2610262,0.25905776,575852,0.51571584,0.48577788,0.49763972,0.51283062,0.55934775,0.17790335,0.29907858,0.25986192,0.26315615,577397,0.51594311,0.48618671,0.4973371,0.51380938,0.55842894,0.17753816,0.29657584,0.25866953,0.2672165,579380,0.51616555,0.48655725,0.49701881,0.51484436,0.55755895,0.17731369,0.29411095,0.25748387,0.27109152,581898,0.51631039,0.48688486,0.49662301,0.51582229,0.55661684,0.17722178,0.29159406,0.25627345,0.27491072
81,TARN,388810,0.51867491,0.49362624,0.50004113,0.50820196,0.55558902,0.16847046,0.2501736,0.26544327,0.31591266,390929,0.51877707,0.49440283,0.50133049,0.50733393,0.55463833,0.16863932,0.24801946,0.26386121,0.31948,393168,0.51894611,0.49527797,0.50265342,0.50650221,0.55382663,0.16886166,0.24586691,0.26227719,0.32299423,395516,0.51907384,0.49611464,0.50400907,0.50560087,0.5529896,0.16919164,0.24374993,0.26069489,0.32636353,398027,0.5191859,0.49678329,0.50528568,0.50493771,0.55210817,0.16948599,0.24169968,0.25924119,0.32957312,400664,0.51920313,0.49726728,0.50644618,0.50412047,0.55127561,0.16987801,0.23966715,0.25773466,0.33272019
82,TARN-ET-GARONNE,259534,0.51132417,0.48398736,0.50094146,0.50397259,0.54670322,0.19009456,0.26398468,0.26624256,0.2796782,262121,0.51122957,0.48367372,0.50140965,0.50421739,0.54567504,0.19091183,0.26251999,0.26504552,0.28152266,264780,0.511096,0.48289242,0.50202483,0.50437957,0.54480606,0.19173276,0.26113001,0.26387945,0.28325781,267517,0.51092827,0.48225135,0.50258285,0.50455362,0.54380029,0.19260459,0.25978535,0.26268986,0.28492022,270326,0.51082397,0.48177612,0.5031274,0.50472337,0.5429486,0.19344792,0.25845462,0.26158047,0.28651702,273220,0.51067638,0.48115569,0.50368685,0.50483459,0.54210335,0.19432326,0.25711879,0.2604275,0.28813043
83,VAR,1064942,0.51992691,0.48836222,0.49389693,0.51862305,0.55712914,0.15701701,0.25733137,0.26315424,0.32249737,1073709,0.51998448,0.4883399,0.49388957,0.51814789,0.55702019,0.1561559,0.25515106,0.26247615,0.32621688,1082520,0.52004862,0.48831359,0.49390098,0.51769304,0.55691689,0.15532646,0.25301796,0.26178548,0.3298701,1091320,0.52009767,0.48826355,0.49389401,0.5172323,0.55680925,0.15451014,0.25091633,0.26111406,0.33345947,1100134,0.52014482,0.48822865,0.49387804,0.51678878,0.5566923,0.15370582,0.24884969,0.26045099,0.33699349,1109011,0.52020222,0.48822963,0.49389902,0.51632476,0.55659288,0.15294799,0.24681991,0.259772,0.34046009
84,VAUCLUSE,561148,0.52034044,0.48473355,0.50908697,0.51880586,0.55603719,0.18087386,0.27269277,0.26850492,0.27792847,563604,0.52045053,0.48364398,0.51034766,0.51890993,0.55523354,0.18078119,0.2701489,0.26745906,0.28161085,566059,0.52054995,0.4826076,0.51161116,0.51896131,0.55445457,0.18069848,0.26762581,0.26641569,0.28526002,568575,0.52062786,0.48159653,0.51282257,0.51902097,0.55367416,0.18062349,0.26513654,0.26537573,0.28886425,571137,0.52071744,0.48055008,0.51402211,0.51914746,0.55294651,0.18053637,0.26265678,0.2643604,0.29244646,573751,0.52079737,0.47964033,0.51524836,0.51916778,0.55222166,0.18045807,0.2602087,0.26337731,0.2959559
85,VENDEE,679828,0.5116809,0.48855862,0.49107978,0.50274479,0.55077606,0.18082662,0.25493801,0.26286501,0.30137035,689236,0.51187259,0.48859388,0.49123687,0.50314385,0.55012441,0.18043602,0.25190938,0.26213372,0.30552089,698654,0.51205319,0.48862219,0.49145573,0.50349039,0.54947847,0.18008199,0.24893294,0.26142412,0.30956095,708084,0.51223582,0.48863047,0.49164605,0.50383514,0.54891765,0.17973857,0.24605696,0.26071766,0.31348681,717543,0.51239997,0.48859805,0.49182111,0.50419384,0.54836059,0.17943175,0.24323978,0.26003042,0.31729805,727045,0.51257348,0.48861638,0.49199378,0.50455266,0.5478428,0.17912371,0.24051331,0.25936633,0.32099664
86,VIENNE,438281,0.51830906,0.49406722,0.50665349,0.50799567,0.55479383,0.17037015,0.29594254,0.25411323,0.27957407,440905,0.51854026,0.49526271,0.50657892,0.50778675,0.5544185,0.1702022,0.2932083,0.25267801,0.2839115,443614,0.51876408,0.49657926,0.50655568,0.50757223,0.55392063,0.17001718,0.2905589,0.25125447,0.28816944,446368,0.51896864,0.49784485,0.50641912,0.50731802,0.55356967,0.16996066,0.28792834,0.24980733,0.29230365,449239,0.51920468,0.49910894,0.50633413,0.50712377,0.55324376,0.16987394,0.28535813,0.24841565,0.29635227,452146,0.51945388,0.50040376,0.50621611,0.50696105,0.55296975,0.16979913,0.28285995,0.24702862,0.30031228
87,HAUTE-VIENNE,374740,0.52385122,0.4916186,0.50872058,0.51086843,0.56401062,0.15823771,0.27065966,0.25854191,0.31256071,374658,0.52422208,0.49272209,0.5088017,0.51133871,0.56329226,0.15824832,0.26731312,0.25670078,0.31773779,374612,0.52460146,0.49361646,0.50893921,0.51183814,0.56266171,0.15827844,0.26397979,0.25480765,0.32293412,374655,0.52493095,0.49443087,0.50914377,0.51231354,0.56192493,0.15839906,0.26067182,0.25285396,0.32807517,374793,0.52531397,0.49534738,0.50934732,0.5128333,0.56130922,0.15856487,0.25732872,0.25094384,0.33316258,375030,0.52562726,0.49636397,0.50938922,0.51328033,0.56066209,0.15876864,0.25403035,0.24907073,0.3381303
88,VOSGES,369017,0.51662934,0.49091959,0.49381235,0.50642878,0.55869406,0.16413878,0.25751659,0.27230725,0.3060374,368245,0.5170036,0.49084151,0.49472854,0.50726879,0.55705214,0.16219093,0.25422478,0.27048296,0.31310132,367682,0.51725405,0.49048829,0.49552402,0.50803137,0.55544037,0.16041036,0.25095055,0.26854184,0.32009727,367375,0.5175665,0.49051332,0.49635038,0.50889915,0.55383706,0.15881592,0.2476162,0.26656958,0.32699829,367340,0.51777643,0.49043253,0.49695808,0.50979406,0.55223835,0.15734741,0.24431317,0.26461044,0.33372897,367526,0.51799601,0.4905104,0.4975554,0.51058167,0.55078256,0.15597808,0.2409707,0.2626617,0.34038952
89,YONNE,341675,0.51244313,0.4808484,0.49369088,0.50504696,0.55261463,0.17345138,0.25374991,0.2684949,0.3043038,343067,0.51245677,0.48065084,0.49212918,0.50600255,0.55237484,0.17233951,0.25146109,0.26756874,0.30863068,344632,0.51245677,0.4804368,0.49059087,0.50687408,0.55216736,0.17138571,0.24917594,0.2665655,0.31287286,346374,0.51247495,0.48026818,0.48926568,0.50779986,0.55179513,0.17052954,0.24690075,0.26557711,0.31699261,348364,0.51241231,0.47992429,0.48774651,0.5085395,0.55161154,0.16986831,0.24468946,0.26455086,0.32089138,350583,0.51217258,0.47932494,0.48603615,0.5090974,0.5513438,0.16934934,0.24257024,0.2635296,0.32455081
90,TERRITOIRE DE BELFORT,144053,0.50031585,0.47050864,0.46779057,0.50556934,0.55425417,0.18466119,0.29688379,0.26300043,0.2554546,144208,0.49984744,0.46747845,0.46787944,0.50496906,0.55350345,0.18507989,0.29198796,0.26235715,0.260575,144396,0.49930745,0.46427238,0.4679563,0.50438029,0.55264807,0.18550375,0.28712013,0.26166236,0.26571372,144593,0.4987655,0.46102351,0.46801263,0.50377595,0.55191171,0.18595645,0.28226125,0.26100156,0.27078074,144857,0.49833974,0.45820537,0.46810681,0.50332844,0.55119413,0.1865633,0.27738389,0.26029119,0.2757616,145160,0.49803665,0.45582986,0.46843091,0.50290662,0.55043685,0.18723477,0.27255443,0.25952742,0.2806834
91,ESSONNE,1300343,0.51122355,0.49424341,0.50248772,0.5022586,0.55551678,0.20906946,0.32474124,0.26779166,0.19839765,1312885,0.5114035,0.49473378,0.5030452,0.50127673,0.55580097,0.20921482,0.32316157,0.2672694,0.20035419,1325464,0.51157409,0.49517137,0.50360459,0.50032949,0.55605119,0.2093697,0.32159379,0.26675865,0.20227784,1338020,0.5117293,0.4956018,0.50414133,0.49937966,0.55628121,0.20952004,0.32005724,0.26626059,0.20416212,1350658,0.51189566,0.49603131,0.50470072,0.49844962,0.55651516,0.2096889,0.31854919,0.26575565,0.20600626,1363318,0.51205146,0.49644524,0.5052259,0.49752936,0.55676389,0.20985273,0.31707057,0.26527119,0.20780551
92,HAUTS-DE-SEINE,1607675,0.52365124,0.49190989,0.51157701,0.52211618,0.57718915,0.19175392,0.34370255,0.26572409,0.19881941,1612012,0.52379078,0.49240506,0.51185006,0.52150893,0.57699794,0.19116794,0.34136966,0.26665124,0.20081116,1616356,0.52392787,0.49290535,0.51213074,0.52090555,0.57679445,0.19058239,0.3390528,0.26757285,0.20279196,1620682,0.5240615,0.4933978,0.51240832,0.52030718,0.57660216,0.18999903,0.33674836,0.26849252,0.20476009,1625014,0.52419674,0.49389407,0.51269287,0.51972097,0.57640886,0.18942298,0.33445436,0.26940259,0.20672007,1629356,0.52433479,0.49439546,0.51297778,0.51914167,0.57623529,0.18884578,0.3321754,0.27030742,0.20867141
93,SEINE-SAINT-DENIS,1621793,0.5077337,0.49253285,0.50755125,0.49943271,0.54162472,0.22650363,0.35201779,0.2554284,0.16605017,1637051,0.50741851,0.49295366,0.50756705,0.49835241,0.54049313,0.22704363,0.35046983,0.25489554,0.16759099,1652323,0.50710911,0.49335024,0.50758106,0.49728647,0.53942615,0.22757596,0.34894508,0.25437096,0.16910797,1667599,0.50680351,0.49374563,0.50759476,0.49623579,0.53837639,0.2280968,0.34745222,0.25385541,0.17059557,1682862,0.50650442,0.49413857,0.50760496,0.49520114,0.53736567,0.22860935,0.34598798,0.25334817,0.17205451,1698126,0.50621098,0.49451625,0.50762451,0.49417639,0.53638756,0.22911079,0.34454924,0.2528511,0.1734889
94,VAL-DE-MARNE,1386876,0.51906157,0.48923612,0.51122397,0.51263171,0.57004297,0.19543564,0.33990204,0.26468986,0.19997245,1395749,0.51893789,0.48927721,0.51149994,0.51176262,0.56934357,0.19523855,0.33810949,0.2642574,0.20239456,1404628,0.51881284,0.48931077,0.51178265,0.51089925,0.56865239,0.19504595,0.33634031,0.263825,0.20478874,1413491,0.518686,0.48934162,0.51205957,0.51003975,0.56798458,0.19484878,0.33459356,0.26340458,0.20715307,1422366,0.51856554,0.48937607,0.51234305,0.50919372,0.5673418,0.19465806,0.33287212,0.26298437,0.20948546,1431249,0.51844507,0.48941398,0.51261652,0.50836474,0.56671387,0.1944728,0.33116668,0.26257136,0.21178915
95,VAL-D'OISE,1230600,0.51501787,0.49208331,0.51104635,0.51360482,0.55097568,0.2187372,0.33272874,0.26197463,0.18655941,1238991,0.51523376,0.49264911,0.51173991,0.51319724,0.55023772,0.21926552,0.33078611,0.26031587,0.18963253,1247414,0.5154624,0.49323007,0.51242775,0.5128141,0.54955566,0.21977788,0.32884991,0.25868878,0.19268343,1255858,0.51568967,0.49381405,0.51313174,0.51243293,0.54887414,0.22030754,0.32695416,0.25707683,0.19566146,1264357,0.5159089,0.49444339,0.51381892,0.51197439,0.54825723,0.22083715,0.32506245,0.25548321,0.19861716,1272926,0.51611483,0.49502274,0.51450682,0.5115512,0.54761505,0.2213648,0.32321361,0.25391343,0.20150818
